,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RSN,SITE_ADDRESS_x,WARD,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,bike_parking_indoor,bike_parking_outdoor,SITE_ADDRESS_y,LATITUDE,LONGITUDE,geometry,ward_code,ward_name,ward_full,neighbourhood_number,neighbourhood_name,neighbourhood_classification,neighbourhood_classification_code,BICYCLE_ZONE,short_term_min,short_term_max,long_term,short_term_min_unmet,short_term_max_unmet,long_term_unmet,total_unmet_min,total_req_min,pc_unmet
2292,16 indoor parking spots and 0 outdoor parking spots,5,25,BIDDINGTON PROPERTY MANAGEMENT CORP.,PRIVATE,4153742,22  WOODLAWN AVE E,11,1986,2011,2017,16,0,22 WOODLAWN AVE E,43.6845417395,-79.3910501219,POINT (-79.3910501219 43.6845417395),11,University-Rosedale,University-Rosedale (11),098,Rosedale-Moore Park,Not an NIA or Emerging Neighbourhood,NA,1,3,5,23,3,5,7,10,26,0.38461538461538464
2293,Not Available,3,39,O'SHANTER DEVELOPMENT COMPANY LTD.,PRIVATE,4153748,42  GLEN ELM AVE ,12,1960,2016,2017,,,42 GLEN ELM AVE,43.6919673643,-79.3928327445,POINT (-79.3928327445 43.6919673643),12,Toronto-St. Paul's,Toronto-St. Paul's (12),098,Rosedale-Moore Park,Not an NIA or Emerging Neighbourhood,NA,1,4,8,36,4,8,36,40,40,1.0
2294,0 indoor parking spots and 10 outdoor parking spots,4,18,CASTLEHILL PROPERTY MANAGEMENT,PRIVATE,4153183,38  BARTON AVE ,11,1919,,2018,0,10,38 BARTON AVE,43.668063591,-79.413898107,POINT (-79.413898107 43.668063591),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,2,4,17,-8,-6,17,9,19,0.47368421052631576
2295,Not Available,8,54,AKELIUS CANADA LTD,PRIVATE,4153795,551  EGLINTON AVE E,15,1960,2009,2017,,,551 EGLINTON AVE E,43.7104732905,-79.3785880328,POINT (-79.3785880328 43.7104732905),15,Don Valley West,Don Valley West (15),099,Mount Pleasant East,Not an NIA or Emerging Neighbourhood,NA,1,6,11,49,6,11,49,55,55,1.0
2296,Not Available,4,25,MEGAPRO PROPERTIES,PRIVATE,4153805,196  EGLINTON AVE E,12,1930,,2017,,,196 EGLINTON AVE E,43.7083456861,-79.3923007973,POINT (-79.3923007973 43.7083456861),12,Toronto-St. Paul's,Toronto-St. Paul's (12),173,North Toronto,Not an NIA or Emerging Neighbourhood,NA,1,3,5,23,3,5,23,26,26,1.0
2297,24 indoor parking spots and 0 outdoor parking spots,8,160,DMS PROPERTY MANAGEMENT LTD.,SOCIAL HOUSING,4154553,3270  BATHURST ST ,08,1984,2014,2017,24,0,3270 BATHURST ST,43.7242397446,-79.4314621221,POINT (-79.4314621221 43.7242397446),08,Eglinton-Lawrence,Eglinton-Lawrence (08),032,Englemount-Lawrence,Emerging Neighbourhood,EN,2,6,12,109,6,12,85,91,115,0.7913043478260869
2298,Not Available,3,26,SIGNET GROUP INC.,PRIVATE,4154560,3  DREXEL RD ,08,1954,,2017,,,3 DREXEL RD,43.721948279,-79.433346456,POINT (-79.433346456 43.721948279),08,Eglinton-Lawrence,Eglinton-Lawrence (08),032,Englemount-Lawrence,Emerging Neighbourhood,EN,2,1,2,18,1,2,18,19,19,1.0
2299,Not Available,3,26,SIGNET GROUP INC.,PRIVATE,4154561,14  SARANAC BLVD ,08,1954,,2017,,,14 SARANAC BLVD,43.7216167603,-79.4332571257,POINT (-79.4332571257 43.7216167603),08,Eglinton-Lawrence,Eglinton-Lawrence (08),032,Englemount-Lawrence,Emerging Neighbourhood,EN,2,1,2,18,1,2,18,19,19,1.0
2300,Not Available,3,15,,PRIVATE,4155059,2495  DUFFERIN ST ,08,1960,,2017,,,2495 DUFFERIN ST,43.701718897,-79.451636758,POINT (-79.451636758 43.701718897),08,Eglinton-Lawrence,Eglinton-Lawrence (08),108,Briar Hill-Belgravia,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,2,3,14,16,16,1.0
2301,Not Available,4,28,DE SEI INVESTMENTS LIMITED,PRIVATE,4155557,75  FORTY SECOND ST ,03,1960,,2017,,,75 FORTY SECOND ST,43.589021479,-79.544011345,POINT (-79.544011345 43.589021479),03,Etobicoke-Lakeshore,Etobicoke-Lakeshore (03),019,Long Branch,Not an NIA or Emerging Neighbourhood,NA,2,1,2,20,1,2,20,21,21,1.0
2302,Not Available,18,190,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4155574,31  GILDER DR ,21,1970,1997,2017,,,31 GILDER DR,43.736255093,-79.256313276,POINT (-79.256313276 43.736255093),21,Scarborough Centre,Scarborough Centre (21),138,Eglinton East,Neighbourhood Improvement Area,NIA,2,7,14,130,7,14,130,137,137,1.0
2303,Not Available,12,110,GREENWIN,TCHC,4156547,92  CARLTON ST ,13,2010,,2017,,,92 CARLTON ST,43.6622943764,-79.3782139337,POINT (-79.3782139337 43.6622943764),13,Toronto Centre,Toronto Centre (13),167,Church-Wellesley,Not an NIA or Emerging Neighbourhood,NA,1,11,22,99,11,22,99,110,110,1.0
2304,Not Available,3,15,DEL MANAGEMENT,TCHC,4156556,3943  LAWRENCE AVE E,24,1970,,2018,,,3943 LAWRENCE AVE E,43.7631593909,-79.2047559,POINT (-79.2047559 43.7631593909),24,Scarborough-Guildwood,Scarborough-Guildwood (24),141,Golfdale-Cedarbrae-Woburn,Neighbourhood Improvement Area,NIA,2,1,2,11,1,2,11,12,12,1.0
2305,48 indoor parking spots and 0 outdoor parking spots,28,265,BENTALLGREENOAK,PRIVATE,4156567,1101  BAY ST ,13,1979,2013,2017,48,0,1101 BAY ST,43.6677613551,-79.3884160975,POINT (-79.3884160975 43.6677613551),13,Toronto Centre,Toronto Centre (13),169,Bay-Cloverhill,Not an NIA or Emerging Neighbourhood,NA,1,27,53,239,27,53,191,218,266,0.8195488721804511
2306,25 indoor parking spots and 0 outdoor parking spots,17,148,,PRIVATE,4153815,177  REDPATH AVE ,12,1965,,2017,25,0,177 REDPATH AVE,43.709723233,-79.393094085,POINT (-79.393094085 43.709723233),12,Toronto-St. Paul's,Toronto-St. Paul's (12),173,North Toronto,Not an NIA or Emerging Neighbourhood,NA,1,15,30,134,15,30,109,124,149,0.8322147651006712
2307,20 indoor parking spots and 0 outdoor parking spots,16,65,,PRIVATE,4153828,15  ERSKINE AVE ,15,1970,2015,2017,20,0,15 ERSKINE AVE,43.71093654,-79.398471241,POINT (-79.398471241 43.71093654),15,Don Valley West,Don Valley West (15),173,North Toronto,Not an NIA or Emerging Neighbourhood,NA,1,7,13,59,7,13,39,46,66,0.696969696969697
2308,0 indoor parking spots and 2 outdoor parking spots,4,26,626114/5 ONTARIO LTD,PRIVATE,4154564,30  COVINGTON RD ,08,1953,,2017,0,2,30 COVINGTON RD,43.720608212,-79.4329076447,POINT (-79.4329076447 43.720608212),08,Eglinton-Lawrence,Eglinton-Lawrence (08),032,Englemount-Lawrence,Emerging Neighbourhood,EN,2,1,2,18,-1,0,18,17,19,0.8947368421052632
2309,Not Available,4,33,COMPTEN MANAGEMENT INC.,PRIVATE,4154578,30  VINCI CRES ,06,1960,,2017,,,30 VINCI CRES,43.7369856,-79.446046582,POINT (-79.446046582 43.7369856),06,York Centre,York Centre (06),033,Clanton Park,Not an NIA or Emerging Neighbourhood,NA,2,2,3,23,2,3,23,25,25,1.0
2310,Not Available,13,214,BARNEY RIVER ,PRIVATE,4169109,1442  LAWRENCE AVE W,05,1967,2023,2017,,,1442 LAWRENCE AVE W,43.7089535721,-79.4805254034,POINT (-79.4805254034 43.7089535721),05,York South-Weston,York South-Weston (05),029,Maple Leaf,Not an NIA or Emerging Neighbourhood,NA,2,8,15,146,8,15,146,154,154,1.0
2311,Not Available,4,49,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,4169221,2701  EGLINTON AVE W,05,1953,,2019,,,2701 EGLINTON AVE W,43.689344093,-79.477497851,POINT (-79.477497851 43.689344093),05,York South-Weston,York South-Weston (05),110,Keelesdale-Eglinton West,Neighbourhood Improvement Area,NIA,1,5,10,45,5,10,45,50,50,1.0
2312,Not Available,5,34,GREEWIN CORP.,PRIVATE,4152573,1140  KINGSTON RD ,20,1971,,2017,,,1140 KINGSTON RD,43.681735253,-79.281298195,POINT (-79.281298195 43.681735253),20,Scarborough Southwest,Scarborough Southwest (20),122,Birchcliffe-Cliffside,Not an NIA or Emerging Neighbourhood,NA,2,2,3,24,2,3,24,26,26,1.0
2313,Not Available,4,36,AKELIUS CANADA LTD,PRIVATE,4152575,1420  KINGSTON RD ,20,1955,,2018,,,1420 KINGSTON RD,43.6874626683,-79.2720047537,POINT (-79.2720047537 43.6874626683),20,Scarborough Southwest,Scarborough Southwest (20),122,Birchcliffe-Cliffside,Not an NIA or Emerging Neighbourhood,NA,2,2,3,25,2,3,25,27,27,1.0
2314,Not Available,3,11,,PRIVATE,4152579,23  GLEN EVEREST RD ,20,1971,,2017,,,23 GLEN EVEREST RD,43.700017847,-79.2530664991,POINT (-79.2530664991 43.700017847),20,Scarborough Southwest,Scarborough Southwest (20),122,Birchcliffe-Cliffside,Not an NIA or Emerging Neighbourhood,NA,2,1,1,8,1,1,8,9,9,1.0
2315,Not Available,6,196,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153385,25  HENRY LANE TER ,10,1979,2014,2017,,,25 HENRY LANE TER,43.64755666,-79.370208586,POINT (-79.370208586 43.64755666),10,Spadina-Fort York,Spadina-Fort York (10),166,St Lawrence-East Bayfront-The Islands,Not an NIA or Emerging Neighbourhood,NA,1,20,40,177,20,40,177,197,197,1.0
2316,Not Available,8,50,CO-OPERATIVE HOUSING FEDERATION OF TORONTO,TCHC,4153396,60  RICHMOND ST E,13,1990,,2017,,,60 RICHMOND ST E,43.6525396289,-79.3761942758,POINT (-79.3761942758 43.6525396289),13,Toronto Centre,Toronto Centre (13),168,Downtown Yonge East,Not an NIA or Emerging Neighbourhood,NA,1,5,10,45,5,10,45,50,50,1.0
2317,Not Available,5,32,VESTA MANAGEMENT INC,PRIVATE,4153941,540  RUSSELL HILL RD ,12,1937,,2017,,,540 RUSSELL HILL RD,43.7028383782,-79.4156643118,POINT (-79.4156643118 43.7028383782),12,Toronto-St. Paul's,Toronto-St. Paul's (12),101,Forest Hill South,Not an NIA or Emerging Neighbourhood,NA,1,4,7,29,4,7,29,33,33,1.0
2318,Not Available,5,189,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153419,34  OXFORD ST ,11,1979,2010,2017,,,34 OXFORD ST,43.656896921,-79.40179055,POINT (-79.40179055 43.656896921),11,University-Rosedale,University-Rosedale (11),078,Kensington-Chinatown,Not an NIA or Emerging Neighbourhood,NA,1,19,38,171,19,38,171,190,190,1.0
2319,40 indoor parking spots and 0 outdoor parking spots,5,87,HAZELVIEW PROPERTY SERVICES INC,PRIVATE,4153980,665  ROSELAWN AVE ,08,1959,2015,2017,40,0,665 ROSELAWN AVE,43.705178016,-79.425108275,POINT (-79.425108275 43.705178016),08,Eglinton-Lawrence,Eglinton-Lawrence (08),102,Forest Hill North,Not an NIA or Emerging Neighbourhood,NA,1,9,18,79,9,18,39,48,88,0.5454545454545454
2320,27 indoor parking spots and 0 outdoor parking spots,27,491,GREENWIN CORP.,PRIVATE,4171461,88  ERSKINE AVE ,15,1970,2017,2017,27,0,88 ERSKINE AVE,43.71204543314231,-79.39597581595652,POINT (-79.39597581595652 43.71204543314231),15,Don Valley West,Don Valley West (15),173,North Toronto,Not an NIA or Emerging Neighbourhood,NA,1,50,99,442,50,99,415,465,492,0.9451219512195121
2321,Not Available,3,19,METCAP LIVING MANAGEMENT INC.,PRIVATE,4153436,95  PEMBROKE ST ,13,1885,,2017,,,95 PEMBROKE ST,43.6595601379,-79.3726424934,POINT (-79.3726424934 43.6595601379),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,2,4,18,2,4,18,20,20,1.0
2322,0 indoor parking spots and 3 outdoor parking spots,3,15,ONTARIO PROPERTY MANAGEMENT GROUP INC.,SOCIAL HOUSING,4153448,70  PEMBROKE ST ,13,1990,,2017,0,3,70 PEMBROKE ST,43.6585068285,-79.3728346452,POINT (-79.3728346452 43.6585068285),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,-1,0,14,13,16,0.8125
2323,Not Available,3,21,,PRIVATE,4154002,166  EASTBOURNE AVE ,12,1940,,2017,,,166 EASTBOURNE AVE,43.7051010779,-79.4050051323,POINT (-79.4050051323 43.7051010779),12,Toronto-St. Paul's,Toronto-St. Paul's (12),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,3,5,19,3,5,19,22,22,1.0
2324,0 indoor parking spots and 5 outdoor parking spots,3,21,HANNAH PROPERTY MANAGEMENT LTD.,PRIVATE,4154003,486  ORIOLE PKWY ,12,1930,,2017,0,5,486 ORIOLE PKWY,43.704458501,-79.406220747,POINT (-79.406220747 43.704458501),12,Toronto-St. Paul's,Toronto-St. Paul's (12),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,3,5,19,-2,0,19,17,22,0.7727272727272727
2325,0 indoor parking spots and 10 outdoor parking spots,33,319,Q RESIDENTIAL,PRIVATE,4154010,500  DUPLEX AVE ,08,1974,2010,2017,0,10,500 DUPLEX AVE,43.709758914,-79.401471688,POINT (-79.401471688 43.709758914),08,Eglinton-Lawrence,Eglinton-Lawrence (08),100,Yonge-Eglinton,Not an NIA or Emerging Neighbourhood,NA,1,32,64,288,22,54,288,310,320,0.96875
2326,Not Available,16,101,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153460,25  ELM ST ,11,1985,2007,2017,,,25 ELM ST,43.6573608881,-79.3829351361,POINT (-79.3829351361 43.6573608881),11,University-Rosedale,University-Rosedale (11),170,Yonge-Bay Corridor,Not an NIA or Emerging Neighbourhood,NA,1,11,21,91,11,21,91,102,102,1.0
2327,Not Available,14,237,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4155424,2765  ISLINGTON AVE ,01,1984,2012,2017,,,2765 ISLINGTON AVE,43.7435749087,-79.5669913807,POINT (-79.5669913807 43.7435749087),01,Etobicoke North,Etobicoke North (01),003,Thistletown-Beaumond Heights,Neighbourhood Improvement Area,NIA,2,9,17,162,9,17,162,171,171,1.0
2328,Not Available,3,45,METCAP LIVING MANAGEMENT INC.,PRIVATE,4155425,5  JANSUSIE RD ,01,1967,,2017,,,5 JANSUSIE RD,43.72849773,-79.575411361,POINT (-79.575411361 43.72849773),01,Etobicoke North,Etobicoke North (01),001,West Humber-Clairville,Not an NIA or Emerging Neighbourhood,NA,2,2,4,31,2,4,31,33,33,1.0
2329,30 indoor parking spots and 0 outdoor parking spots,15,145,GULF PACIFIC PROPERTY MANAGEMENT,PRIVATE,4156163,50  HOLLY ST ,12,1967,2014,2017,30,0,50 HOLLY ST,43.7058910324,-79.3966825426,POINT (-79.3966825426 43.7058910324),12,Toronto-St. Paul's,Toronto-St. Paul's (12),174,South Eglinton-Davisville,Not an NIA or Emerging Neighbourhood,NA,1,15,29,131,15,29,101,116,146,0.7945205479452054
2330,0 indoor parking spots and 30 outdoor parking spots,3,34,GREENWIN CORP,PRIVATE,4156167,92  JAMES ST ,03,1960,,2017,0,30,92 JAMES ST,43.5899805571,-79.5423873901,POINT (-79.5423873901 43.5899805571),03,Etobicoke-Lakeshore,Etobicoke-Lakeshore (03),019,Long Branch,Not an NIA or Emerging Neighbourhood,NA,2,2,3,24,-28,-27,24,-4,26,-0.15384615384615385
2331,Not Available,4,37,GREENWIN CORP.,PRIVATE,4156176,7  STAG HILL DR ,19,1953,,2018,,,7 STAG HILL DR,43.703054654,-79.310513888,POINT (-79.310513888 43.703054654),19,Beaches-East York,Beaches-East York (19),054,O'Connor-Parkview,Not an NIA or Emerging Neighbourhood,NA,1,4,8,34,4,8,34,38,38,1.0
2332,Not Available,15,300,TCH,TCHC,4156181,285  SHUTER ST ,13,1964,2016,2017,,,285 SHUTER ST,43.65586332,-79.366647156,POINT (-79.366647156 43.65586332),13,Toronto Centre,Toronto Centre (13),073,Moss Park,Not an NIA or Emerging Neighbourhood,NA,1,30,60,270,30,60,270,300,300,1.0
2333,Not Available,14,190,TCH,TCHC,4156182,80  BLAKE ST ,14,1969,2001,2017,,,80 BLAKE ST,43.674374989,-79.339480129,POINT (-79.339480129 43.674374989),14,Toronto-Danforth,Toronto-Danforth (14),069,Blake-Jones,Not an NIA or Emerging Neighbourhood,NA,1,19,38,171,19,38,171,190,190,1.0
2334,0 indoor parking spots and 5 outdoor parking spots,9,133,WE DO OUR OWN PROPERTY MANAGEMENT,SOCIAL HOUSING,4152786,3555  KINGSTON RD ,24,1992,,2017,0,5,3555 KINGSTON RD,43.7393701329,-79.2153343914,POINT (-79.2153343914 43.7393701329),24,Scarborough-Guildwood,Scarborough-Guildwood (24),139,Scarborough Village,Neighbourhood Improvement Area,NIA,2,5,10,91,0,5,91,91,96,0.9479166666666666
2335,Not Available,3,74,LEARON LIMITED,PRIVATE,4152804,71  GUILDWOOD PKWY ,24,1960,2015,2017,,,71 GUILDWOOD PKWY,43.745979183,-79.202034161,POINT (-79.202034161 43.745979183),24,Scarborough-Guildwood,Scarborough-Guildwood (24),140,Guildwood,Not an NIA or Emerging Neighbourhood,NA,2,3,6,51,3,6,51,54,54,1.0
2336,Not Available,4,41,GREENWIN CORP.,PRIVATE,4154411,2788  KEELE ST ,06,1962,,2017,,,2788 KEELE ST,43.7283141959,-79.4827840355,POINT (-79.4827840355 43.7283141959),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,2,3,28,2,3,28,30,30,1.0
2337,Not Available,3,30,,PRIVATE,4154420,2868  KEELE ST ,06,1959,,2017,,,2868 KEELE ST,43.7325134552,-79.4840467169,POINT (-79.4840467169 43.7325134552),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,2,3,21,2,3,21,23,23,1.0
2338,Not Available,3,12,,PRIVATE,4154427,2900  KEELE ST ,06,1968,,2018,,,2900 KEELE ST,43.733936256,-79.484144321,POINT (-79.484144321 43.733936256),06,York Centre,York Centre (06),155,Downsview,Neighbourhood Improvement Area,NIA,2,1,1,9,1,1,9,10,10,1.0
2339,Not Available,3,11,FLORIRI VILLAGE INVESTMENTS INC,PRIVATE,4154433,28  HEATHROW DR ,06,1965,,2017,,,28 HEATHROW DR,43.7252112669,-79.509276294,POINT (-79.509276294 43.7252112669),06,York Centre,York Centre (06),154,Oakdale-Beverley Heights,Neighbourhood Improvement Area,NIA,2,1,1,8,1,1,8,9,9,1.0
2340,Not Available,8,112,RANEE MANAGEMENT,PRIVATE,4154917,1300  YORK MILLS RD ,16,1965,2004,2017,,,1300 YORK MILLS RD,43.7619582699,-79.3238669393,POINT (-79.3238669393 43.7619582699),16,Don Valley East,Don Valley East (16),150,Fenside-Parkwoods,Not an NIA or Emerging Neighbourhood,NA,2,4,8,77,4,8,77,81,81,1.0
2341,Not Available,7,73,HANNAH PROPERTY MANAGEMENT,PRIVATE,4154919,1274  YORK MILLS RD ,16,1970,2013,2017,,,1274 YORK MILLS RD,43.7613537582,-79.3264582333,POINT (-79.3264582333 43.7613537582),16,Don Valley East,Don Valley East (16),150,Fenside-Parkwoods,Not an NIA or Emerging Neighbourhood,NA,2,3,6,50,3,6,50,53,53,1.0
2342,Not Available,4,58,BERKLEY PROPERTY MANAGEMENT INC.,PRIVATE,4154922,1254  YORK MILLS RD ,16,1961,,2017,,,1254 YORK MILLS RD,43.7611151725,-79.3287829754,POINT (-79.3287829754 43.7611151725),16,Don Valley East,Don Valley East (16),150,Fenside-Parkwoods,Not an NIA or Emerging Neighbourhood,NA,2,3,5,40,3,5,40,43,43,1.0
2343,Not Available,4,24,HANNAH PROPERTY MANAGEMENT LTD.,PRIVATE,4154944,1580  BATHURST ST ,12,1940,,2017,,,1580 BATHURST ST,43.6864991391,-79.4200531796,POINT (-79.4200531796 43.6864991391),12,Toronto-St. Paul's,Toronto-St. Paul's (12),106,Humewood-Cedarvale,Not an NIA or Emerging Neighbourhood,NA,1,3,5,22,3,5,22,25,25,1.0
2344,Not Available,4,33,2114778 ONTARIO INC.,PRIVATE,4153188,40  WALMER RD ,11,1961,,2017,,,40 WALMER RD,43.668763043,-79.406936141,POINT (-79.406936141 43.668763043),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,4,7,30,4,7,30,34,34,1.0
2345,0 indoor parking spots and 5 outdoor parking spots,3,24,COGIR MANAGEMENT CORPORATION,PRIVATE,4153194,245 A  HOWLAND AVE ,11,1920,,2019,0,5,245 A HOWLAND AVE,43.672858631,-79.411200872,POINT (-79.411200872 43.672858631),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,3,5,22,-2,0,22,20,25,0.8
2346,0 indoor parking spots and 15 outdoor parking spots,8,62,FIRM CAPITAL,PRIVATE,4153199,25  BEDFORD RD ,11,2004,2011,2017,0,15,25 BEDFORD RD,43.670003806,-79.397710763,POINT (-79.397710763 43.670003806),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,7,13,56,-8,-2,56,48,63,0.7619047619047619
2347,Not Available,4,30,STAR PROPERTY MANAGEMENT LTD.,PRIVATE,4153770,44  BALLIOL ST ,12,1957,,2017,,,44 BALLIOL ST,43.697956494,-79.39509423,POINT (-79.39509423 43.697956494),12,Toronto-St. Paul's,Toronto-St. Paul's (12),174,South Eglinton-Davisville,Not an NIA or Emerging Neighbourhood,NA,1,3,6,27,3,6,27,30,30,1.0
2348,0 indoor parking spots and 20 outdoor parking spots,3,27,MINTO PROPERTIES,PRIVATE,4153853,25  SHERWOOD AVE ,15,1930,,2017,0,20,25 SHERWOOD AVE,43.713530331,-79.398012046,POINT (-79.398012046 43.713530331),15,Don Valley West,Don Valley West (15),099,Mount Pleasant East,Not an NIA or Emerging Neighbourhood,NA,1,3,6,25,-17,-14,25,8,28,0.2857142857142857
2349,Not Available,4,32,GOSSNER & HORNAR MANAGEMENT LTD.,PRIVATE,4153855,100  KEEWATIN AVE ,15,1955,,2017,,,100 KEEWATIN AVE,43.7132857691,-79.396652141,POINT (-79.396652141 43.7132857691),15,Don Valley West,Don Valley West (15),099,Mount Pleasant East,Not an NIA or Emerging Neighbourhood,NA,1,4,7,29,4,7,29,33,33,1.0
2350,10 indoor parking spots and 0 outdoor parking spots,3,18,6716741 CANADA INC,PRIVATE,4153856,172  SHERWOOD AVE ,15,1965,,2017,10,0,172 SHERWOOD AVE,43.7155061026,-79.3912414634,POINT (-79.3912414634 43.7155061026),15,Don Valley West,Don Valley West (15),099,Mount Pleasant East,Not an NIA or Emerging Neighbourhood,NA,1,2,4,17,2,4,7,9,19,0.47368421052631576
2351,Not Available,9,52,HOLLYBURN PROPERTIES LTD,PRIVATE,4153224,169  ST GEORGE ST ,11,1956,1999,2017,,,169 ST GEORGE ST,43.6708811,-79.400783867,POINT (-79.400783867 43.6708811),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,6,11,47,6,11,47,53,53,1.0
2352,6 indoor parking spots and 0 outdoor parking spots,15,85,WESTDALE PROPERTIES,PRIVATE,4153236,280  ST GEORGE ST ,11,1967,2011,2017,6,0,280 ST GEORGE ST,43.673984446,-79.4033081754,POINT (-79.4033081754 43.673984446),11,University-Rosedale,University-Rosedale (11),095,Annex,Not an NIA or Emerging Neighbourhood,NA,1,9,17,77,9,17,71,80,86,0.9302325581395349
2353,Not Available,4,41,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,4153859,2745  YONGE ST ,15,1937,2000,2017,,,2745 YONGE ST,43.7180441891,-79.4001039683,POINT (-79.4001039683 43.7180441891),15,Don Valley West,Don Valley West (15),103,Lawrence Park South,Not an NIA or Emerging Neighbourhood,NA,1,5,9,37,5,9,37,42,42,1.0
2354,Not Available,3,32,JB APARTMENT HOLDINGS,PRIVATE,4153862,2867  YONGE ST ,15,1928,,2017,,,2867 YONGE ST,43.72055353,-79.400838687,POINT (-79.400838687 43.72055353),15,Don Valley West,Don Valley West (15),103,Lawrence Park South,Not an NIA or Emerging Neighbourhood,NA,1,4,7,29,4,7,29,33,33,1.0
2355,Not Available,4,30,,PRIVATE,4153872,6  GLEN ECHO RD ,15,1952,,2017,,,6 GLEN ECHO RD,43.7340881358,-79.4038420166,POINT (-79.4038420166 43.7340881358),15,Don Valley West,Don Valley West (15),105,Lawrence Park North,Not an NIA or Emerging Neighbourhood,NA,2,2,3,21,2,3,21,23,23,1.0
2356,20 indoor parking spots and 0 outdoor parking spots,13,118,WESTDALE PROPERTIES,PRIVATE,4153886,494  AVENUE RD ,12,1956,2008,2017,20,0,494 AVENUE RD,43.687758523,-79.402478988,POINT (-79.402478988 43.687758523),12,Toronto-St. Paul's,Toronto-St. Paul's (12),096,Casa Loma,Not an NIA or Emerging Neighbourhood,NA,1,12,24,107,12,24,87,99,119,0.8319327731092437
2357,Not Available,4,15,ZERIN DEVELOPMENT CORPORATION ,SOCIAL HOUSING,4153343,1435  BATHURST ST ,12,1916,,2017,,,1435 BATHURST ST,43.682380018,-79.417661578,POINT (-79.417661578 43.682380018),12,Toronto-St. Paul's,Toronto-St. Paul's (12),096,Casa Loma,Not an NIA or Emerging Neighbourhood,NA,1,2,3,14,2,3,14,16,16,1.0
2358,Not Available,5,12,GOLDVIEW PROPERTY MANAGEMENT LTD.,PRIVATE,4153907,321  LONSDALE RD ,12,1920,,2017,,,321 LONSDALE RD,43.6886182692,-79.4117661869,POINT (-79.4117661869 43.6886182692),12,Toronto-St. Paul's,Toronto-St. Paul's (12),096,Casa Loma,Not an NIA or Emerging Neighbourhood,NA,1,2,3,11,2,3,11,13,13,1.0
2359,Not Available,11,57,BRIARLANE RENTAL PROPERTY MANAGEMENT INC.,PRIVATE,4153910,585  AVENUE RD ,12,1955,2008,2017,,,585 AVENUE RD,43.6892676418,-79.4019577858,POINT (-79.4019577858 43.6892676418),12,Toronto-St. Paul's,Toronto-St. Paul's (12),097,Yonge-St.Clair,Not an NIA or Emerging Neighbourhood,NA,1,6,12,52,6,12,52,58,58,1.0
2360,Not Available,11,60,GOLDVIEW PROPERTY MANAGEMENT LTD.,PRIVATE,4153913,5  MALLORY GDNS ,12,1982,2016,2017,,,5 MALLORY GDNS,43.69068475,-79.395885257,POINT (-79.395885257 43.69068475),12,Toronto-St. Paul's,Toronto-St. Paul's (12),097,Yonge-St.Clair,Not an NIA or Emerging Neighbourhood,NA,1,6,12,54,6,12,54,60,60,1.0
2361,Not Available,4,13,ORIOLE COURT MANAGEMENT,PRIVATE,4153917,58  ORIOLE GDNS ,12,1918,,2017,,,58 ORIOLE GDNS,43.690628939,-79.400166183,POINT (-79.400166183 43.690628939),12,Toronto-St. Paul's,Toronto-St. Paul's (12),097,Yonge-St.Clair,Not an NIA or Emerging Neighbourhood,NA,1,2,3,12,2,3,12,14,14,1.0
2362,Not Available,3,13,,PRIVATE,4154606,4234  BATHURST ST ,06,1950,,2017,,,4234 BATHURST ST,43.7500704294,-79.4375522258,POINT (-79.4375522258 43.7500704294),06,York Centre,York Centre (06),033,Clanton Park,Not an NIA or Emerging Neighbourhood,NA,2,1,1,9,1,1,9,10,10,1.0
